source_fips,target_fips,baseline_minutes,shared_border_edges,k_used,auc_inflation,auc_disconnection,worst_case_minutes,worst_case_disconnected_frac,restored_minutes,states,is_cross_state
12081,12049,75.643,10,10,0.0795,0.0000,118.642,0.0000,75.643,12,False
12029,12123,48.600,46,20,0.0627,0.0000,54.872,0.0000,48.600,12,False
12045,12005,76.612,18,18,0.1390,0.0000,105.524,0.0000,76.612,12,False
12125,12003,53.726,20,20,0.0779,0.0000,76.762,0.0000,53.726,12,False
12077,12073,64.983,14,14,-0.0000,0.0000,64.983,0.0000,64.983,12,False
12115,12027,36.917,4,4,0.2354,0.0000,59.321,0.0000,36.917,12,False
12079,12121,28.716,20,20,0.1122,0.0000,76.150,0.0000,25.618,12,False
12075,12017,49.591,52,20,0.0015,0.0000,49.784,0.0000,49.590,12,False
12043,12093,110.818,12,12,0.0000,0.0000,110.818,0.0000,110.818,12,False
12045,12013,52.895,18,18,0.1729,0.0000,129.242,0.0000,52.895,12,False
12101,12119,66.805,18,18,-0.0000,0.0000,66.805,0.0000,66.805,12,False
12019,12031,44.094,203,20,0.0000,0.0000,44.094,0.0000,44.094,12,False
12069,12105,46.198,45,20,0.0029,0.0000,46.443,0.0000,46.198,12,False
12061,12097,21.442,10,10,0.1607,0.0000,34.279,0.0000,20.524,12,False
12041,12075,10.052,49,20,0.0034,0.0000,10.374,0.0000,10.031,12,False
12037,12129,33.472,18,18,0.5796,0.0000,196.642,0.0000,33.472,12,False
12081,12057,24.314,74,20,0.0727,0.0000,29.528,0.0000,24.045,12,False
12107,12127,72.035,30,20,0.0000,0.0000,72.035,0.0000,72.035,12,False
12103,12101,85.183,78,20,0.0006,0.0000,85.392,0.0000,85.183,12,False
12125,12007,45.228,58,20,0.0120,0.0000,46.864,0.0000,45.228,12,False
12061,12111,26.126,49,20,0.1893,0.0000,38.695,0.0000,26.126,12,False
12061,12093,9.645,8,8,0.6687,0.0000,46.076,0.0000,9.645,12,False
12041,12029,13.390,61,20,0.0495,0.0000,14.727,0.0000,13.390,12,False
12127,12117,40.025,56,20,0.0039,0.0000,40.613,0.0000,40.025,12,False
12053,12119,35.208,84,20,0.0174,0.0000,36.358,0.0000,35.208,12,False
12109,12019,76.698,18,18,0.0000,0.0000,76.698,0.0000,76.698,12,False
12117,12069,57.597,28,20,0.0051,0.0000,59.714,0.0000,57.432,12,False
12065,12073,16.548,38,20,0.0753,0.0000,20.622,0.0000,16.548,12,False
12079,12047,43.459,52,20,-0.0000,0.0000,43.459,0.0000,43.459,12,False
12121,12023,12.200,94,20,0.0263,0.0000,13.289,0.0000,12.200,12,False
12099,12085,18.611,120,20,0.0120,0.0000,19.612,0.0000,18.447,12,False
12091,12131,44.161,64,20,0.0466,0.0000,48.533,0.0000,44.161,12,False
12001,12107,54.541,48,20,0.0371,0.0000,61.218,0.0000,54.449,12,False
12015,12027,9.892,46,20,0.0247,0.0000,10.410,0.0000,9.892,12,False
12001,12041,47.541,142,20,0.0053,0.0000,48.288,0.0000,47.541,12,False
12107,12083,89.178,90,20,0.0004,0.0000,89.236,0.0000,89.178,12,False
12017,12119,48.850,30,20,0.1186,0.0000,64.164,0.0000,48.850,12,False
12017,12053,59.111,54,20,0.0297,0.0000,63.260,0.0000,59.111,12,False
12003,12031,39.890,6,6,0.0000,0.0000,39.890,0.0000,39.890,12,False
12063,12013,5.771,62,20,0.1919,0.0000,8.806,0.0000,5.771,12,False
12015,12043,65.572,12,12,0.0000,0.0000,65.572,0.0000,65.572,12,False
12083,12017,54.917,106,20,0.0076,0.0000,55.867,0.0000,54.917,12,False
12133,12059,17.522,45,20,0.0227,0.0000,19.643,0.0000,17.281,12,False
12129,12065,42.669,2,2,0.0000,0.0000,42.669,0.0000,42.669,12,False
12097,12095,69.539,248,20,0.0005,0.0000,69.600,0.0000,69.539,12,False
12131,12133,41.895,10,10,-0.0000,0.0000,41.895,0.0000,41.895,12,False
12027,12081,59.590,2,2,0.0000,0.0000,59.590,0.0000,59.590,12,False
12095,12069,25.640,114,20,0.0006,0.0000,25.695,0.0000,25.640,12,False
12075,12029,23.225,43,20,0.0000,0.0000,23.225,0.0000,23.225,12,False
12009,12127,64.900,24,20,0.0349,0.0000,94.530,0.0000,64.900,12,False
12019,12007,8.491,74,20,0.0062,0.0000,8.717,0.0000,8.491,12,False
12083,12075,67.079,158,20,0.0002,0.0000,67.111,0.0000,67.079,12,False
12133,12063,29.440,56,20,0.0607,0.0000,38.844,0.0000,29.424,12,False
12055,12093,88.973,24,20,0.0537,0.0000,144.148,0.0000,88.973,12,False
12079,12123,57.651,30,20,0.0415,0.0000,77.138,0.0000,57.651,12,False
12023,12003,52.956,32,20,0.0327,0.0000,66.745,0.0000,51.193,12,False
12005,12013,52.630,30,20,0.0067,0.0000,53.930,0.0000,52.630,12,False
12051,12011,153.070,4,4,0.0000,0.0000,153.070,0.0000,153.070,12,False
12009,12095,52.571,8,8,0.2033,0.0000,140.627,0.0000,52.571,12,False
12105,12049,57.222,42,20,0.0033,0.0000,57.893,0.0000,57.222,12,False
12019,12107,63.355,144,20,0.0000,0.0000,63.355,0.0000,63.355,12,False
12071,12021,24.034,210,20,0.0088,0.0000,24.525,0.0000,24.034,12,False
12099,12011,41.633,190,20,0.0000,0.0000,41.633,0.0000,41.633,12,False
12057,12105,67.674,222,20,0.0001,0.0000,67.683,0.0000,67.674,12,False
12039,12077,45.655,28,20,0.0770,0.0000,60.467,0.0000,45.655,12,False
12095,12117,35.702,451,20,0.0002,0.0000,35.723,0.0000,35.702,12,False
12069,12119,24.325,209,20,0.0026,0.0000,24.472,0.0000,24.325,12,False
12001,12075,51.941,54,20,0.0092,0.0000,53.581,0.0000,51.941,12,False
12051,12043,19.294,108,20,0.0369,0.0000,20.549,0.0000,19.294,12,False
12129,12073,26.121,66,20,0.0804,0.0000,30.996,0.0000,26.121,12,False
12083,12069,39.576,184,20,0.0000,0.0000,39.576,0.0000,39.576,12,False
12057,12103,62.106,99,20,0.0361,0.0000,65.958,0.0000,62.106,12,False
12093,12111,35.772,18,18,0.0000,0.0000,35.772,0.0000,35.772,12,False
12125,12001,40.852,26,20,0.1713,0.0000,75.890,0.0000,40.852,12,False
12051,12071,28.383,100,20,0.0570,0.0000,34.452,0.0000,28.331,12,False
12115,12015,48.291,216,20,0.0000,0.0000,48.291,0.0000,48.291,12,False
12069,12127,97.441,74,20,0.0000,0.0000,97.441,0.0000,97.441,12,False
12041,12023,71.694,76,20,0.0012,0.0000,72.293,0.0000,71.694,12,False
12051,12021,52.417,38,20,0.0000,0.0000,52.417,0.0000,52.417,12,False
12029,12067,38.665,14,14,0.0976,0.0000,64.389,0.0000,38.665,12,False
12009,12097,96.496,20,20,0.0272,0.0000,108.016,0.0000,96.062,12,False
12083,12119,17.495,74,20,0.0826,0.0000,22.327,0.0000,17.495,12,False
12089,12031,35.943,86,20,0.0167,0.0000,36.748,0.0000,35.943,12,False
12035,12107,50.754,10,10,-0.0000,0.0000,50.754,0.0000,50.754,12,False
12027,12049,65.093,34,20,0.0125,0.0000,72.099,0.0000,65.093,12,False
12121,12067,64.285,84,20,0.0111,0.0000,67.401,0.0000,64.285,12,False
12001,12023,62.772,44,20,0.0101,0.0000,64.156,0.0000,62.772,12,False
12063,12059,46.796,60,20,0.0000,0.0000,46.796,0.0000,46.796,12,False
12035,12109,15.997,68,20,0.0263,0.0000,17.356,0.0000,15.997,12,False
12071,12015,21.328,79,20,0.0340,0.0000,22.597,0.0000,21.328,12,False
12101,12053,31.597,300,20,0.0111,0.0000,32.165,0.0000,31.597,12,False
12111,12085,9.536,59,20,0.0552,0.0000,11.904,0.0000,9.536,12,False
12023,12125,33.561,46,20,0.0066,0.0000,34.278,0.0000,33.561,12,False
12089,12003,6.805,4,4,2.4811,0.0000,89.726,0.0000,5.662,12,False
12007,12001,50.841,46,20,0.0440,0.0000,55.837,0.0000,50.810,12,False
12093,12097,24.634,8,8,0.0811,0.0000,31.088,0.0000,24.634,12,False
12005,12133,43.530,74,20,0.0037,0.0000,44.638,0.0000,43.530,12,False
12057,12101,48.889,314,20,0.0000,0.0000,48.889,0.0000,48.889,12,False
12063,12039,29.189,10,10,0.3580,0.0000,83.312,0.0000,29.069,12,False
12105,12055,90.189,62,20,0.0007,0.0000,90.332,0.0000,90.189,12,False
12091,12113,21.192,52,20,0.3187,0.0000,32.453,0.0000,21.192,12,False
12073,12039,13.856,92,20,0.0334,0.0000,14.977,0.0000,13.856,12,False
12061,12009,86.348,74,20,0.0476,0.0000,95.925,0.0000,86.348,12,False
12081,12115,16.631,257,20,0.0028,0.0000,16.693,0.0000,16.631,12,False
12033,12113,29.807,47,20,0.0777,0.0000,35.377,0.0000,29.006,12,False
12129,12077,85.633,22,20,0.0000,0.0000,85.633,0.0000,85.633,12,False
12097,12105,71.218,213,20,0.0007,0.0000,71.342,0.0000,71.218,12,False
12131,12059,25.577,60,20,0.0384,0.0000,28.808,0.0000,25.577,12,False
12011,12086,26.769,219,20,0.0000,0.0000,26.769,0.0000,26.769,12,False
12065,12079,62.637,38,20,0.0193,0.0000,67.297,0.0000,62.637,12,False
12121,12047,14.743,64,20,0.2481,0.0000,21.070,0.0000,14.743,12,False
12123,12065,83.242,18,18,0.0407,0.0000,121.407,0.0000,83.242,12,False
12055,12049,64.180,12,12,0.1171,0.0000,131.449,0.0000,64.180,12,False
12031,12109,37.619,150,20,0.0001,0.0000,37.630,0.0000,37.619,12,False
12035,12127,19.118,102,20,0.0036,0.0000,19.313,0.0000,19.118,12,False
12083,12001,33.350,86,20,0.0299,0.0000,37.276,0.0000,33.350,12,False
13007,13087,64.774,2,2,0.0753,0.0000,79.401,0.0000,64.774,13,False
13189,13181,37.800,2,2,0.0796,0.0000,46.828,0.0000,37.800,13,False
13259,13197,25.552,2,2,0.0000,0.0000,25.552,0.0000,25.552,13,False
13147,13105,28.548,78,20,0.0006,0.0000,28.597,0.0000,28.548,13,False
13019,13003,32.616,8,8,0.2929,0.0000,100.285,0.0000,32.616,13,False
13293,13199,81.159,4,4,0.0380,0.0000,89.725,0.0000,81.159,13,False
13303,13125,42.718,16,16,0.0657,0.0000,63.712,0.0000,42.718,13,False
13283,13279,33.300,4,4,0.0000,0.0000,33.300,0.0000,33.300,13,False
13171,13231,37.289,78,20,0.0023,0.0000,37.534,0.0000,37.289,13,False
13063,13121,18.477,278,20,0.0004,0.0000,18.490,0.0000,18.477,13,False
13291,13311,40.373,2,2,0.0000,0.0000,40.373,0.0000,40.373,13,False
13025,13039,63.187,30,20,0.0000,0.0000,63.187,0.0000,63.187,13,False
13197,13269,50.141,22,20,0.0617,0.0000,56.268,0.0000,50.141,13,False
13283,13309,52.210,2,2,0.0102,0.0000,53.805,0.0000,52.210,13,False
13079,13269,38.924,10,10,0.2480,0.0000,83.480,0.0000,38.924,13,False
13077,13255,70.541,4,4,0.0223,0.0000,74.908,0.0000,70.541,13,False
13263,13293,53.622,6,6,0.0000,0.0000,53.622,0.0000,53.622,13,False
13213,13111,42.485,4,4,0.0000,0.0000,42.485,0.0000,42.485,13,False
13031,13107,36.418,20,20,-0.0000,0.0000,36.418,0.0000,36.418,13,False
13121,13097,21.914,101,20,0.0400,0.0000,22.835,0.0000,21.914,13,False
13301,13141,46.432,20,20,0.0600,0.0000,70.907,0.0000,46.432,13,False
13165,13251,26.195,28,20,0.0988,0.0000,35.171,0.0000,26.195,13,False
13265,13133,30.207,40,20,0.0445,0.0000,33.519,0.0000,29.819,13,False
13109,13179,61.790,10,10,0.0372,0.0000,81.296,0.0000,61.790,13,False
13211,13217,31.136,8,8,0.0000,0.0000,31.136,0.0000,31.136,13,False
13305,13127,32.130,46,20,0.0415,0.0000,34.462,0.0000,32.106,13,False
13155,13069,36.714,40,20,0.0000,0.0000,36.714,0.0000,36.714,13,False
13235,13023,41.621,18,18,0.0667,0.0000,70.869,0.0000,41.621,13,False
13219,13133,29.327,12,12,0.0000,0.0000,29.327,0.0000,29.327,13,False
13225,13079,9.541,62,20,0.0080,0.0000,10.344,0.0000,9.541,13,False
13321,13287,37.735,32,20,0.0223,0.0000,41.857,0.0000,37.735,13,False
13027,13071,59.965,28,20,0.0216,0.0000,66.104,0.0000,59.965,13,False
13187,13111,65.505,2,2,-0.0000,0.0000,65.505,0.0000,65.505,13,False
13135,13117,43.293,26,20,0.0094,0.0000,45.897,0.0000,43.076,13,False
13239,13259,27.326,10,10,0.1776,0.0000,64.597,0.0000,27.326,13,False
13237,13169,22.922,4,4,0.3941,0.0000,51.154,0.0000,22.922,13,False
13173,13019,65.631,54,20,0.0111,0.0000,67.376,0.0000,65.631,13,False
13185,13075,27.632,36,20,-0.0005,0.0000,31.129,0.0000,26.686,13,False
13247,13217,11.584,192,20,0.0206,0.0000,11.897,0.0000,11.584,13,False
13107,13165,65.592,30,20,0.0199,0.0000,75.133,0.0000,65.592,13,False
13303,13009,36.485,10,10,0.1898,0.0000,87.923,0.0000,36.485,13,False
13113,13121,32.653,80,20,0.0081,0.0000,33.206,0.0000,32.653,13,False
13255,13063,40.026,2,2,0.0000,0.0000,40.026,0.0000,40.026,13,False
13271,13069,22.920,2,2,0.6447,0.0000,67.248,0.0000,22.920,13,False
13129,13313,20.427,34,20,0.1968,0.0000,30.790,0.0000,20.427,13,False
13085,13123,55.612,10,10,0.0584,0.0000,67.463,0.0000,55.612,13,False
13221,13265,71.413,2,2,0.0461,0.0000,81.293,0.0000,71.413,13,False
13241,13281,32.513,4,4,0.7640,0.0000,113.342,0.0000,32.513,13,False
13025,13305,48.844,46,20,-0.0000,0.0000,48.844,0.0000,48.844,13,False
13289,13021,38.631,26,20,0.0764,0.0000,55.913,0.0000,38.631,13,False
13163,13125,22.008,46,20,0.0219,0.0000,23.244,0.0000,22.008,13,False
13163,13301,54.455,8,8,0.0564,0.0000,71.052,0.0000,54.455,13,False
13187,13291,26.746,24,20,0.2958,0.0000,60.225,0.0000,26.746,13,False
13163,13167,55.870,26,20,0.0281,0.0000,63.651,0.0000,55.870,13,False
13161,13309,28.004,8,8,0.0000,0.0000,28.004,0.0000,28.004,13,False
13303,13163,41.705,22,20,0.1254,0.0000,60.122,0.0000,41.365,13,False
13259,13307,29.404,32,20,0.0518,0.0000,38.824,0.0000,29.404,13,False
13005,13299,34.857,36,20,0.0054,0.0000,36.232,0.0000,34.693,13,False
13297,13247,34.129,28,20,0.0000,0.0000,34.129,0.0000,34.129,13,False
13207,13079,36.521,26,20,-0.0000,0.0000,36.521,0.0000,36.521,13,False
13007,13205,28.795,24,20,0.1847,0.0000,53.599,0.0000,28.795,13,False
13289,13153,41.546,2,2,0.2359,0.0000,70.943,0.0000,41.546,13,False
13005,13001,16.541,52,20,0.1363,0.0000,21.499,0.0000,16.511,13,False
13261,13307,33.580,16,16,0.0720,0.0000,53.905,0.0000,33.580,13,False
13075,13027,53.321,4,4,0.0000,0.0000,53.321,0.0000,53.321,13,False
13091,13235,50.921,30,20,0.0426,0.0000,59.669,0.0000,50.921,13,False
13267,13001,49.280,10,10,0.0000,0.0000,49.280,0.0000,49.280,13,False
13011,13257,38.755,28,20,0.0087,0.0000,39.976,0.0000,38.755,13,False
13221,13219,27.655,12,12,0.0000,0.0000,27.655,0.0000,27.655,13,False
13001,13161,17.801,48,20,0.0215,0.0000,19.859,0.0000,17.801,13,False
13303,13319,54.972,6,6,0.0000,0.0000,54.972,0.0000,54.972,13,False
13071,13205,50.083,42,20,0.0168,0.0000,52.352,0.0000,50.083,13,False
13019,13075,35.163,56,20,0.0079,0.0000,36.265,0.0000,35.163,13,False
13159,13211,40.307,28,20,0.0205,0.0000,50.358,0.0000,40.307,13,False
13193,13261,34.604,14,14,0.1077,0.0000,46.291,0.0000,34.604,13,False
13023,13091,49.083,42,20,0.0000,0.0000,49.083,0.0000,49.083,13,False
13069,13161,41.395,24,20,0.0645,0.0000,48.772,0.0000,41.395,13,False
13031,13165,53.705,20,20,0.0620,0.0000,76.391,0.0000,53.705,13,False
13167,13107,45.573,68,20,0.0259,0.0000,49.125,0.0000,45.573,13,False
13157,13059,37.037,48,20,0.0047,0.0000,37.409,0.0000,37.026,13,False
13007,13099,72.236,18,18,0.0166,0.0000,75.033,0.0000,72.236,13,False
13153,13235,24.545,26,20,0.0995,0.0000,35.742,0.0000,24.541,13,False
13101,13185,32.694,30,20,0.0924,0.0000,50.104,0.0000,32.694,13,False
13037,13243,55.632,26,20,0.0000,0.0000,55.632,0.0000,55.632,13,False
13179,13191,29.173,18,18,0.3602,0.0000,51.880,0.0000,29.173,13,False
13069,13017,24.516,14,14,0.1650,0.0000,58.529,0.0000,24.516,13,False
13235,13315,33.038,36,20,0.0900,0.0000,43.829,0.0000,33.038,13,False
13219,13211,18.369,18,18,0.5348,0.0000,68.722,0.0000,18.369,13,False
13107,13279,21.134,32,20,0.1080,0.0000,27.452,0.0000,21.134,13,False
13073,13181,40.258,8,8,0.1584,0.0000,54.256,0.0000,40.258,13,False
13201,13253,17.270,20,20,0.1244,0.0000,48.874,0.0000,17.270,13,False
13251,13031,49.098,16,16,0.1289,0.0000,81.464,0.0000,49.098,13,False
13311,13187,13.626,78,20,0.0125,0.0000,14.054,0.0000,13.626,13,False
13039,13127,39.588,36,20,0.0234,0.0000,46.384,0.0000,39.588,13,False
13315,13287,46.650,16,16,0.0274,0.0000,60.916,0.0000,46.650,13,False
13055,13295,46.085,62,20,0.0028,0.0000,47.062,0.0000,45.902,13,False
13025,13229,15.084,22,20,0.4004,0.0000,29.832,0.0000,15.084,13,False
13109,13031,24.426,44,20,0.0331,0.0000,28.807,0.0000,24.426,13,False
13233,13015,44.516,22,20,0.0210,0.0000,50.834,0.0000,44.516,13,False
13093,13261,52.804,8,8,0.0101,0.0000,55.982,0.0000,52.804,13,False
13043,13031,23.061,62,20,0.0265,0.0000,24.489,0.0000,23.061,13,False
13261,13081,40.469,16,16,0.0550,0.0000,68.095,0.0000,40.469,13,False
13151,13255,12.648,131,20,0.0000,0.0000,12.648,0.0000,12.648,13,False
13115,13295,54.625,2,2,0.0000,0.0000,54.625,0.0000,54.625,13,False
13071,13275,26.329,38,20,0.1196,0.0000,34.889,0.0000,26.329,13,False
13201,13099,26.702,50,20,0.0474,0.0000,31.135,0.0000,26.686,13,False
13011,13139,51.162,108,20,0.0000,0.0000,51.162,0.0000,51.162,13,False
13191,13127,38.208,4,4,0.2382,0.0000,83.474,0.0000,38.048,13,False
13165,13033,26.203,44,20,-0.0044,0.0000,28.321,0.0000,25.853,13,False
13245,13163,32.737,2,2,0.2521,0.0000,58.081,0.0000,32.445,13,False
13133,13221,54.964,22,20,0.0303,0.0000,71.757,0.0000,54.964,13,False
13163,13033,36.866,52,20,0.0386,0.0000,39.997,0.0000,36.866,13,False
13057,13227,33.213,87,20,0.0053,0.0000,34.446,0.0000,33.213,13,False
13257,13137,15.597,38,20,0.0789,0.0000,20.260,0.0000,15.597,13,False
13139,13137,44.737,24,20,0.0445,0.0000,70.301,0.0000,44.551,13,False
13157,13195,44.260,100,20,0.0000,0.0000,44.260,0.0000,44.260,13,False
13109,13043,48.570,12,12,0.0113,0.0000,51.013,0.0000,48.570,13,False
13005,13069,59.741,46,20,0.0345,0.0000,64.626,0.0000,59.741,13,False
13243,13061,26.827,18,18,0.2375,0.0000,84.207,0.0000,26.827,13,False
13133,13237,31.052,66,20,0.0229,0.0000,33.497,0.0000,31.052,13,False
13213,13123,27.392,44,20,0.0943,0.0000,38.985,0.0000,27.392,13,False
13251,13103,72.504,16,16,0.0457,0.0000,85.631,0.0000,72.504,13,False
13029,13031,36.299,72,20,0.0003,0.0000,36.319,0.0000,36.299,13,False
13065,13173,20.829,30,20,0.1078,0.0000,35.341,0.0000,20.829,13,False
13053,13215,23.868,90,20,0.0057,0.0000,24.511,0.0000,23.868,13,False
13003,13065,23.017,32,20,0.0991,0.0000,30.828,0.0000,23.017,13,False
13273,13095,32.671,18,18,0.0000,0.0000,32.671,0.0000,32.671,13,False
13099,13253,43.811,22,20,0.0000,0.0000,43.811,0.0000,43.811,13,False
13289,13169,66.571,16,16,0.0250,0.0000,79.831,0.0000,66.571,13,False
13205,13275,44.281,26,20,0.0208,0.0000,56.704,0.0000,44.281,13,False
13141,13265,44.097,14,14,0.0749,0.0000,65.750,0.0000,44.097,13,False
13025,13127,47.711,22,20,0.0676,0.0000,77.647,0.0000,47.711,13,False
13299,13065,27.310,62,20,0.0516,0.0000,30.933,0.0000,27.310,13,False
13071,13321,73.209,46,20,0.0029,0.0000,73.729,0.0000,73.209,13,False
13273,13177,22.866,26,20,0.0702,0.0000,41.838,0.0000,21.686,13,False
13037,13007,51.663,12,12,0.0670,0.0000,75.439,0.0000,51.663,13,False
13059,13221,10.973,104,20,0.0068,0.0000,11.196,0.0000,10.973,13,False
13201,13087,25.929,16,16,0.0777,0.0000,40.447,0.0000,25.929,13,False
13081,13321,20.591,24,20,0.1899,0.0000,53.244,0.0000,20.591,13,False
13191,13183,38.807,54,20,0.1018,0.0000,45.168,0.0000,38.807,13,False
13151,13217,40.312,42,20,0.0000,0.0000,40.312,0.0000,40.312,13,False
13061,13099,11.362,23,20,0.3419,0.0000,44.227,0.0000,11.209,13,False
13001,13229,48.872,20,20,0.0273,0.0000,58.726,0.0000,48.872,13,False
13293,13207,54.472,4,4,0.0549,0.0000,67.838,0.0000,54.472,13,False
13237,13159,49.348,28,20,0.0239,0.0000,52.121,0.0000,49.348,13,False
13225,13193,48.197,20,20,0.0313,0.0000,60.994,0.0000,48.197,13,False
13115,13129,35.733,56,20,0.0040,0.0000,36.166,0.0000,35.733,13,False
13095,13037,52.595,10,10,0.0845,0.0000,74.507,0.0000,52.595,13,False
13233,13143,34.711,76,20,0.0022,0.0000,35.144,0.0000,34.683,13,False
13055,13115,8.506,16,16,1.3474,0.0000,128.559,0.0000,8.506,13,False
13081,13093,22.961,40,20,-0.0045,0.0000,25.120,0.0000,22.194,13,False
13125,13301,49.044,44,20,0.0481,0.0000,56.064,0.0000,49.044,13,False
13077,13285,23.267,30,20,0.0000,0.0000,23.267,0.0000,23.267,13,False
13167,13303,26.846,54,20,0.1146,0.0000,34.818,0.0000,26.846,13,False
13095,13007,22.844,14,14,0.1947,0.0000,59.550,0.0000,22.844,13,False
13009,13141,46.582,50,20,0.0162,0.0000,49.678,0.0000,46.582,13,False
13063,13113,19.061,96,20,0.0080,0.0000,19.674,0.0000,19.061,13,False
13171,13207,15.751,50,20,0.0962,0.0000,18.968,0.0000,15.751,13,False
13085,13117,24.620,92,20,0.0058,0.0000,25.187,0.0000,24.620,13,False
13061,13037,28.280,12,12,0.0596,0.0000,34.732,0.0000,28.280,13,False
13141,13237,51.280,52,20,0.0416,0.0000,55.218,0.0000,51.280,13,False
13091,13271,8.252,52,20,-0.0000,0.0000,8.252,0.0000,8.252,13,False
13129,13015,37.137,76,20,-0.0069,0.0000,37.728,0.0000,36.395,13,False
13139,13117,56.627,65,20,0.0011,0.0000,56.805,0.0000,56.627,13,False
13199,13285,3.800,54,20,0.2164,0.0000,5.413,0.0000,3.800,13,False
13091,13315,36.074,14,14,0.1232,0.0000,83.959,0.0000,36.074,13,False
13309,13091,6.543,12,12,0.2669,0.0000,20.162,0.0000,6.543,13,False
13161,13005,29.902,20,20,0.0501,0.0000,33.938,0.0000,29.902,13,False
13205,13131,33.820,38,20,0.0539,0.0000,40.512,0.0000,33.820,13,False
13239,13061,63.236,18,18,0.0247,0.0000,69.282,0.0000,63.236,13,False
13195,13059,7.048,72,20,0.0078,0.0000,7.185,0.0000,7.048,13,False
13309,13271,1.709,50,20,3.9307,0.0000,15.256,0.0000,1.709,13,False
13109,13029,33.702,18,18,0.1456,0.0000,52.714,0.0000,33.702,13,False
13245,13073,27.887,252,20,0.0005,0.0000,27.920,0.0000,27.887,13,False
13075,13071,22.159,28,20,0.1511,0.0000,39.035,0.0000,22.159,13,False
13277,13075,17.966,22,20,0.3290,0.0000,45.115,0.0000,17.966,13,False
13035,13217,65.867,18,18,0.0385,0.0000,76.866,0.0000,65.867,13,False
13089,13121,14.827,559,20,0.0004,0.0000,14.842,0.0000,14.827,13,False
13263,13199,83.598,18,18,0.0212,0.0000,98.615,0.0000,83.598,13,False
13045,13077,60.632,38,20,0.0173,0.0000,64.821,0.0000,60.632,13,False
13015,13057,0.539,91,20,1.5312,0.0000,2.274,0.0000,0.539,13,False
13223,13233,13.007,46,20,0.1221,0.0000,16.113,0.0000,13.007,13,False
13149,13285,32.716,26,20,0.0742,0.0000,48.446,0.0000,32.696,13,False
13311,13281,55.987,2,2,0.1103,0.0000,74.507,0.0000,55.987,13,False
13313,13213,30.167,80,20,0.0067,0.0000,31.670,0.0000,30.153,13,False
13103,13029,14.654,14,14,0.0404,0.0000,26.446,0.0000,12.731,13,False
13273,13037,47.285,6,6,0.1485,0.0000,85.266,0.0000,47.285,13,False
13007,13201,53.472,28,20,0.0375,0.0000,66.887,0.0000,53.472,13,False
13171,13293,52.087,36,20,0.0204,0.0000,55.143,0.0000,52.087,13,False
13247,13151,28.728,134,20,0.0047,0.0000,28.930,0.0000,28.728,13,False
13197,13261,47.811,8,8,0.0133,0.0000,49.592,0.0000,47.811,13,False
13183,13179,13.906,136,20,0.0008,0.0000,13.943,0.0000,13.906,13,False
13305,13229,34.093,16,16,0.1119,0.0000,65.150,0.0000,33.960,13,False
13233,13115,44.111,70,20,0.0021,0.0000,44.493,0.0000,44.111,13,False
13287,13155,42.408,14,14,0.0000,0.0000,42.408,0.0000,42.408,13,False
13107,13283,25.584,52,20,0.0134,0.0000,27.488,0.0000,25.478,13,False
13189,13163,39.278,2,2,0.2369,0.0000,67.193,0.0000,39.278,13,False
13217,13297,19.911,131,20,0.0027,0.0000,20.024,0.0000,19.911,13,False
13287,13017,51.146,2,2,0.0226,0.0000,54.606,0.0000,51.146,13,False
13211,13297,11.225,64,20,0.2035,0.0000,15.108,0.0000,11.225,13,False
13269,13263,16.698,28,20,0.2887,0.0000,43.402,0.0000,16.698,13,False
13173,13185,36.327,46,20,0.0462,0.0000,41.612,0.0000,36.327,13,False
13277,13155,32.657,34,20,0.0048,0.0000,35.283,0.0000,32.657,13,False
13187,13085,16.024,78,20,0.0022,0.0000,16.136,0.0000,16.024,13,False
13311,13137,34.913,128,20,0.0023,0.0000,35.157,0.0000,34.913,13,False
13153,13225,21.420,228,20,0.0004,0.0000,21.441,0.0000,21.420,13,False
13159,13207,51.537,6,6,0.0481,0.0000,66.405,0.0000,51.537,13,False
13135,13121,17.763,195,20,-0.0000,0.0000,17.763,0.0000,17.763,13,False
13195,13147,45.686,16,16,0.0219,0.0000,55.941,0.0000,45.686,13,False
13009,13169,28.574,24,20,0.1609,0.0000,45.424,0.0000,28.574,13,False
13089,13063,33.071,29,20,-0.0000,0.0000,33.071,0.0000,33.071,13,False
13049,13025,32.272,12,12,0.1658,0.0000,56.557,0.0000,32.272,13,False
13249,13261,16.212,26,20,0.1367,0.0000,37.056,0.0000,16.127,13,False
13071,13277,23.866,32,20,0.0292,0.0000,27.393,0.0000,23.866,13,False
13057,13085,74.546,16,16,0.0000,0.0000,74.546,0.0000,74.546,13,False
13263,13215,37.727,6,6,0.3454,0.0000,77.245,0.0000,37.727,13,False
13151,13089,42.982,42,20,0.0030,0.0000,43.442,0.0000,42.973,13,False
13159,13169,56.689,12,12,0.0532,0.0000,72.270,0.0000,56.689,13,False
13181,13317,29.005,54,20,0.0452,0.0000,33.512,0.0000,29.005,13,False
13019,13155,25.504,14,14,0.1683,0.0000,56.737,0.0000,25.504,13,False
13009,13319,18.486,22,20,0.2278,0.0000,73.928,0.0000,18.486,13,False
13197,13249,33.381,32,20,0.0752,0.0000,43.728,0.0000,33.381,13,False
13153,13093,11.884,34,20,0.2607,0.0000,21.464,0.0000,11.884,13,False
